# beta, Magnetization^2, Specific Heat
0.300000 0.001663 0.000078
0.300000 0.002098 0.000064
0.300000 0.001504 0.000052
0.300000 0.002212 0.000069
0.300000 0.001392 0.000085
0.300000 0.001933 0.000065
0.300000 0.001819 0.000057
0.300000 0.002378 0.000080
0.300000 0.001732 0.000066
0.300000 0.001720 0.000058
0.315000 0.002897 0.000074
0.315000 0.002704 0.000076
0.315000 0.002242 0.000091
0.315000 0.002342 0.000090
0.315000 0.002392 0.000089
0.315000 0.002364 0.000073
0.315000 0.001902 0.000088
0.315000 0.002486 0.000063
0.315000 0.002259 0.000078
0.315000 0.002417 0.000094
0.330000 0.003230 0.000080
0.330000 0.003136 0.000080
0.330000 0.003402 0.000073
0.330000 0.002925 0.000089
0.330000 0.002915 0.000108
0.330000 0.002222 0.000080
0.330000 0.002857 0.000108
0.330000 0.002414 0.000096
0.330000 0.002334 0.000083
0.330000 0.003036 0.000084
0.345000 0.002873 0.000092
0.345000 0.002917 0.000111
0.345000 0.003325 0.000070
0.345000 0.003680 0.000087
0.345000 0.002706 0.000124
0.345000 0.003367 0.000088
0.345000 0.003573 0.000108
0.345000 0.002869 0.000088
0.345000 0.003421 0.000091
0.345000 0.002934 0.000143
0.360000 0.005265 0.000121
0.360000 0.005518 0.000135
0.360000 0.004728 0.000090
0.360000 0.004658 0.000109
0.360000 0.005152 0.000119
0.360000 0.005646 0.000095
0.360000 0.004010 0.000091
0.360000 0.005323 0.000138
0.360000 0.005877 0.000105
0.360000 0.004035 0.000111
0.375000 0.008680 0.000156
0.375000 0.007328 0.000147
0.375000 0.006260 0.000139
0.375000 0.007074 0.000148
0.375000 0.006668 0.000168
0.375000 0.008737 0.000143
0.375000 0.007919 0.000146
0.375000 0.007967 0.000141
0.375000 0.006785 0.000134
0.375000 0.008154 0.000107
0.390000 0.009480 0.000157
0.390000 0.010541 0.000190
0.390000 0.008491 0.000149
0.390000 0.011086 0.000164
0.390000 0.012992 0.000256
0.390000 0.009370 0.000218
0.390000 0.010039 0.000223
0.390000 0.008450 0.000184
0.390000 0.013045 0.000144
0.390000 0.011265 0.000193
0.405000 0.017040 0.000207
0.405000 0.015895 0.000115
0.405000 0.018602 0.000210
0.405000 0.017415 0.000175
0.405000 0.021206 0.000162
0.405000 0.020224 0.000198
0.405000 0.017295 0.000215
0.405000 0.020422 0.000165
0.405000 0.016040 0.000190
0.405000 0.023529 0.000328
0.420000 0.038828 0.000235
0.420000 0.036471 0.000232
0.420000 0.046252 0.000282
0.420000 0.053012 0.000286
0.420000 0.063331 0.000430
0.420000 0.037530 0.000313
0.420000 0.045278 0.000239
0.420000 0.066681 0.000406
0.420000 0.081695 0.000154
0.420000 0.048197 0.000354
0.435000 0.198953 0.000334
0.435000 0.260295 0.000525
0.435000 0.251302 0.000364
0.435000 0.288262 0.000665
0.435000 0.207467 0.000364
0.435000 0.281535 0.000655
0.435000 0.314775 0.000606
0.435000 0.302661 0.000457
0.435000 0.191647 0.000306
0.435000 0.186051 0.000513
0.450000 0.587063 0.000286
0.450000 0.601371 0.000237
0.450000 0.584997 0.000334
0.450000 0.526976 0.000270
0.450000 0.591525 0.000362
0.450000 0.586240 0.000283
0.450000 0.594604 0.000224
0.450000 0.584742 0.000297
0.450000 0.521494 0.000394
0.450000 0.571512 0.000299
0.465000 0.693256 0.000286
0.465000 0.704978 0.000304
0.465000 0.714630 0.000205
0.465000 0.697160 0.000230
0.465000 0.688752 0.000319
0.465000 0.703485 0.000416
0.465000 0.706704 0.000286
0.465000 0.713454 0.000252
0.465000 0.684563 0.000311
0.465000 0.708395 0.000163
0.480000 0.762632 0.000251
0.480000 0.772229 0.000218
0.480000 0.774789 0.000242
0.480000 0.781721 0.000213
0.480000 0.755098 0.000165
0.480000 0.768637 0.000202
0.480000 0.766569 0.000217
0.480000 0.760616 0.000280
0.480000 0.773036 0.000259
0.480000 0.780316 0.000193
0.495000 0.826864 0.000161
0.495000 0.827963 0.000207
0.495000 0.828116 0.000127
0.495000 0.821745 0.000122
0.495000 0.824835 0.000117
0.495000 0.821711 0.000197
0.495000 0.816371 0.000169
0.495000 0.829703 0.000126
0.495000 0.820937 0.000163
0.495000 0.817624 0.000156
0.510000 0.849296 0.000122
0.510000 0.858481 0.000151
0.510000 0.853845 0.000159
0.510000 0.850029 0.000150
0.510000 0.857156 0.000160
0.510000 0.846489 0.000191
0.510000 0.849843 0.000114
0.510000 0.846098 0.000131
0.510000 0.850122 0.000170
0.510000 0.858374 0.000112
0.525000 0.873573 0.000147
0.525000 0.876512 0.000140
0.525000 0.875342 0.000167
0.525000 0.874739 0.000092
0.525000 0.876998 0.000151
0.525000 0.880345 0.000117
0.525000 0.872842 0.000119
0.525000 0.873868 0.000130
0.525000 0.875015 0.000133
0.525000 0.870528 0.000135
0.540000 0.902441 0.000092
0.540000 0.900680 0.000135
0.540000 0.899538 0.000121
0.540000 0.899318 0.000148
0.540000 0.896693 0.000089
0.540000 0.897359 0.000093
0.540000 0.895617 0.000104
0.540000 0.902036 0.000097
0.540000 0.900159 0.000118
0.540000 0.903598 0.000103
0.555000 0.919245 0.000082
0.555000 0.915640 0.000152
0.555000 0.910394 0.000084
0.555000 0.913464 0.000124
0.555000 0.911439 0.000099
0.555000 0.915295 0.000096
0.555000 0.917861 0.000132
0.555000 0.911992 0.000112
0.555000 0.919296 0.000117
0.555000 0.907942 0.000176
0.570000 0.927101 0.000091
0.570000 0.924647 0.000097
0.570000 0.922910 0.000114
0.570000 0.925709 0.000134
0.570000 0.927201 0.000096
